user_id,name,gender,vehicle_type,preferred_mechanics,past_service_history,lat,long
user_11,Mark Vazquez,Male,Car,"['mech_405', 'mech_17', 'mech_111']","[{'mechanic_id': 'mech_87', 'service_type': 'Wheel Alignment', 'rating': 4.7}, {'mechanic_id': 'mech_365', 'service_type': 'Tire Replacement', 'rating': 3.9}]",0.05647835380705102,0.8384420012716687
user_12,Alexander Bridges,Other,Truck,"['mech_110', 'mech_173', 'mech_258', 'mech_306']","[{'mechanic_id': 'mech_446', 'service_type': 'Transmission Repair', 'rating': 3.0}, {'mechanic_id': 'mech_366', 'service_type': 'Battery Change', 'rating': 4.0}, {'mechanic_id': 'mech_487', 'service_type': 'Suspension Fix', 'rating': 3.9}, {'mechanic_id': 'mech_274', 'service_type': 'Suspension Fix', 'rating': 4.6}, {'mechanic_id': 'mech_267', 'service_type': 'Wheel Alignment', 'rating': 3.5}, {'mechanic_id': 'mech_363', 'service_type': 'Battery Change', 'rating': 3.0}, {'mechanic_id': 'mech_352', 'service_type': 'Engine Repair', 'rating': 3.5}, {'mechanic_id': 'mech_356', 'service_type': 'Transmission Repair', 'rating': 3.3}, {'mechanic_id': 'mech_293', 'service_type': 'Battery Change', 'rating': 3.0}]",0.6921966477183497,0.16215081025078604
user_13,Scott Anderson,Male,Electric Vehicle,"['mech_216', 'mech_1', 'mech_391', 'mech_88', 'mech_125']","[{'mechanic_id': 'mech_266', 'service_type': 'Brake Repair', 'rating': 4.2}, {'mechanic_id': 'mech_313', 'service_type': 'General Service', 'rating': 3.5}, {'mechanic_id': 'mech_273', 'service_type': 'Engine Repair', 'rating': 3.0}, {'mechanic_id': 'mech_175', 'service_type': 'Transmission Repair', 'rating': 3.4}]",0.356198680252906,0.6374361727087576
user_14,Spencer Bailey,Female,Bike,['mech_116'],"[{'mechanic_id': 'mech_346', 'service_type': 'Battery Change', 'rating': 3.6}, {'mechanic_id': 'mech_192', 'service_type': 'Brake Repair', 'rating': 4.0}, {'mechanic_id': 'mech_164', 'service_type': 'Suspension Fix', 'rating': 4.2}]",0.761579195328371,0.9099573826045582
user_15,Dennis Wheeler,Female,Car,"['mech_188', 'mech_443']","[{'mechanic_id': 'mech_335', 'service_type': 'Oil Change', 'rating': 3.5}, {'mechanic_id': 'mech_279', 'service_type': 'AC Service', 'rating': 3.5}, {'mechanic_id': 'mech_469', 'service_type': 'Oil Change', 'rating': 4.2}, {'mechanic_id': 'mech_499', 'service_type': 'Suspension Fix', 'rating': 4.8}]",0.5754561449661257,0.03325307449064496
user_16,Bryan Love,Other,Electric Vehicle,"['mech_71', 'mech_92', 'mech_293']","[{'mechanic_id': 'mech_211', 'service_type': 'Wheel Alignment', 'rating': 4.5}, {'mechanic_id': 'mech_94', 'service_type': 'Suspension Fix', 'rating': 4.1}, {'mechanic_id': 'mech_114', 'service_type': 'Wheel Alignment', 'rating': 4.7}, {'mechanic_id': 'mech_358', 'service_type': 'Oil Change', 'rating': 4.2}, {'mechanic_id': 'mech_151', 'service_type': 'Engine Repair', 'rating': 4.6}, {'mechanic_id': 'mech_6', 'service_type': 'Brake Repair', 'rating': 3.8}, {'mechanic_id': 'mech_480', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_393', 'service_type': 'Engine Repair', 'rating': 4.9}, {'mechanic_id': 'mech_197', 'service_type': 'Tire Replacement', 'rating': 3.7}]",0.9545397439526591,0.7725787901542258
user_17,Robert Brown,Male,Truck,"['mech_227', 'mech_444']","[{'mechanic_id': 'mech_485', 'service_type': 'Tire Replacement', 'rating': 5.0}, {'mechanic_id': 'mech_19', 'service_type': 'Tire Replacement', 'rating': 4.4}]",0.6832464938278764,0.006203960181074386
user_18,Stephanie Mata,Male,Electric Vehicle,['mech_237'],"[{'mechanic_id': 'mech_441', 'service_type': 'Wheel Alignment', 'rating': 3.9}, {'mechanic_id': 'mech_185', 'service_type': 'Brake Repair', 'rating': 4.8}, {'mechanic_id': 'mech_433', 'service_type': 'Transmission Repair', 'rating': 4.5}, {'mechanic_id': 'mech_330', 'service_type': 'General Service', 'rating': 3.4}, {'mechanic_id': 'mech_416', 'service_type': 'Suspension Fix', 'rating': 4.7}, {'mechanic_id': 'mech_470', 'service_type': 'Transmission Repair', 'rating': 3.1}]",0.22154926745734116,0.2857044376820017
user_19,William Anderson,Other,Bike,"['mech_169', 'mech_473']","[{'mechanic_id': 'mech_396', 'service_type': 'General Service', 'rating': 3.8}, {'mechanic_id': 'mech_484', 'service_type': 'AC Service', 'rating': 4.9}, {'mechanic_id': 'mech_14', 'service_type': 'Tire Replacement', 'rating': 3.0}, {'mechanic_id': 'mech_10', 'service_type': 'Oil Change', 'rating': 3.7}, {'mechanic_id': 'mech_20', 'service_type': 'Battery Change', 'rating': 4.3}, {'mechanic_id': 'mech_171', 'service_type': 'Brake Repair', 'rating': 4.7}, {'mechanic_id': 'mech_485', 'service_type': 'Tire Replacement', 'rating': 4.2}, {'mechanic_id': 'mech_77', 'service_type': 'AC Service', 'rating': 4.1}, {'mechanic_id': 'mech_158', 'service_type': 'Battery Change', 'rating': 4.2}, {'mechanic_id': 'mech_70', 'service_type': 'Brake Repair', 'rating': 4.9}]",0.048446041308864096,0.7592510864459276
user_20,Travis Smith,Female,Car,"['mech_97', 'mech_218', 'mech_93', 'mech_165', 'mech_40']","[{'mechanic_id': 'mech_88', 'service_type': 'Battery Change', 'rating': 3.4}, {'mechanic_id': 'mech_238', 'service_type': 'Suspension Fix', 'rating': 4.9}, {'mechanic_id': 'mech_8', 'service_type': 'Wheel Alignment', 'rating': 3.0}, {'mechanic_id': 'mech_355', 'service_type': 'Brake Repair', 'rating': 3.2}, {'mechanic_id': 'mech_456', 'service_type': 'Transmission Repair', 'rating': 4.1}, {'mechanic_id': 'mech_279', 'service_type': 'Suspension Fix', 'rating': 3.0}, {'mechanic_id': 'mech_121', 'service_type': 'Tire Replacement', 'rating': 4.0}, {'mechanic_id': 'mech_301', 'service_type': 'Engine Repair', 'rating': 3.7}, {'mechanic_id': 'mech_404', 'service_type': 'Battery Change', 'rating': 3.1}]",0.00748876954639055,0.8078897460615551
user_21,Amy Hampton,Male,Truck,['mech_163'],"[{'mechanic_id': 'mech_192', 'service_type': 'Wheel Alignment', 'rating': 3.9}, {'mechanic_id': 'mech_491', 'service_type': 'Engine Repair', 'rating': 3.7}, {'mechanic_id': 'mech_457', 'service_type': 'Brake Repair', 'rating': 4.8}, {'mechanic_id': 'mech_468', 'service_type': 'General Service', 'rating': 4.9}, {'mechanic_id': 'mech_426', 'service_type': 'General Service', 'rating': 3.9}, {'mechanic_id': 'mech_307', 'service_type': 'Transmission Repair', 'rating': 3.0}]",0.030056204781857332,0.2565215020493268
user_22,Monica Franco,Male,Car,"['mech_454', 'mech_305']","[{'mechanic_id': 'mech_54', 'service_type': 'Engine Repair', 'rating': 3.7}, {'mechanic_id': 'mech_240', 'service_type': 'Engine Repair', 'rating': 3.9}, {'mechanic_id': 'mech_475', 'service_type': 'Engine Repair', 'rating': 3.5}, {'mechanic_id': 'mech_347', 'service_type': 'Battery Change', 'rating': 3.2}, {'mechanic_id': 'mech_333', 'service_type': 'Brake Repair', 'rating': 3.8}]",0.7686683597786215,0.865765459749098
user_23,Robert Yang,Other,Electric Vehicle,"['mech_102', 'mech_478']","[{'mechanic_id': 'mech_244', 'service_type': 'Engine Repair', 'rating': 4.5}, {'mechanic_id': 'mech_471', 'service_type': 'General Service', 'rating': 3.9}, {'mechanic_id': 'mech_53', 'service_type': 'Brake Repair', 'rating': 4.3}]",0.36290354363197475,0.7644649263187802
user_24,Sydney Terry,Other,Bike,"['mech_284', 'mech_61', 'mech_127', 'mech_15']","[{'mechanic_id': 'mech_346', 'service_type': 'Suspension Fix', 'rating': 3.4}, {'mechanic_id': 'mech_191', 'service_type': 'General Service', 'rating': 3.2}, {'mechanic_id': 'mech_452', 'service_type': 'Battery Change', 'rating': 4.5}]",0.055257832810028606,0.2604356589387713
user_25,Edward Johnson,Female,Electric Vehicle,"['mech_248', 'mech_45', 'mech_314', 'mech_134']","[{'mechanic_id': 'mech_5', 'service_type': 'Engine Repair', 'rating': 4.4}, {'mechanic_id': 'mech_54', 'service_type': 'Battery Change', 'rating': 3.9}]",0.39707633107507245,0.8753681059396721
user_26,Chad Martinez,Other,Car,"['mech_30', 'mech_424']","[{'mechanic_id': 'mech_270', 'service_type': 'Tire Replacement', 'rating': 3.7}, {'mechanic_id': 'mech_339', 'service_type': 'General Service', 'rating': 4.2}, {'mechanic_id': 'mech_478', 'service_type': 'Battery Change', 'rating': 4.3}, {'mechanic_id': 'mech_173', 'service_type': 'Transmission Repair', 'rating': 4.9}, {'mechanic_id': 'mech_195', 'service_type': 'Wheel Alignment', 'rating': 4.5}, {'mechanic_id': 'mech_354', 'service_type': 'Suspension Fix', 'rating': 4.1}, {'mechanic_id': 'mech_329', 'service_type': 'General Service', 'rating': 4.1}, {'mechanic_id': 'mech_4', 'service_type': 'Suspension Fix', 'rating': 3.3}, {'mechanic_id': 'mech_144', 'service_type': 'Wheel Alignment', 'rating': 4.0}]",0.3398065691276799,0.9570392241122718
user_27,Ariana Walker,Female,Truck,"['mech_142', 'mech_156', 'mech_195', 'mech_16']","[{'mechanic_id': 'mech_444', 'service_type': 'Transmission Repair', 'rating': 3.5}, {'mechanic_id': 'mech_464', 'service_type': 'Suspension Fix', 'rating': 4.9}, {'mechanic_id': 'mech_384', 'service_type': 'Battery Change', 'rating': 3.2}, {'mechanic_id': 'mech_344', 'service_type': 'Suspension Fix', 'rating': 4.2}, {'mechanic_id': 'mech_38', 'service_type': 'Brake Repair', 'rating': 4.2}, {'mechanic_id': 'mech_321', 'service_type': 'Suspension Fix', 'rating': 4.3}, {'mechanic_id': 'mech_237', 'service_type': 'Oil Change', 'rating': 3.4}, {'mechanic_id': 'mech_234', 'service_type': 'Engine Repair', 'rating': 3.4}]",0.2742193196810758,0.8111415548870928
user_28,Anthony Simpson,Female,Bike,"['mech_348', 'mech_4', 'mech_143', 'mech_33']","[{'mechanic_id': 'mech_236', 'service_type': 'Brake Repair', 'rating': 4.5}, {'mechanic_id': 'mech_158', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_247', 'service_type': 'Brake Repair', 'rating': 3.4}, {'mechanic_id': 'mech_335', 'service_type': 'Battery Change', 'rating': 3.0}, {'mechanic_id': 'mech_471', 'service_type': 'Battery Change', 'rating': 4.1}]",0.22119107325226484,0.1462526557706072
user_29,Kristen Graham,Male,Truck,"['mech_139', 'mech_415']","[{'mechanic_id': 'mech_119', 'service_type': 'General Service', 'rating': 3.8}, {'mechanic_id': 'mech_8', 'service_type': 'Engine Repair', 'rating': 4.7}, {'mechanic_id': 'mech_266', 'service_type': 'Brake Repair', 'rating': 3.8}, {'mechanic_id': 'mech_424', 'service_type': 'Oil Change', 'rating': 3.4}, {'mechanic_id': 'mech_385', 'service_type': 'Tire Replacement', 'rating': 3.7}, {'mechanic_id': 'mech_151', 'service_type': 'Suspension Fix', 'rating': 3.2}]",0.6563807281314982,0.46792049221865994
user_30,Adam Hall,Male,Truck,['mech_159'],"[{'mechanic_id': 'mech_231', 'service_type': 'Tire Replacement', 'rating': 3.8}, {'mechanic_id': 'mech_113', 'service_type': 'Tire Replacement', 'rating': 4.2}, {'mechanic_id': 'mech_36', 'service_type': 'Oil Change', 'rating': 4.2}, {'mechanic_id': 'mech_12', 'service_type': 'Battery Change', 'rating': 4.1}, {'mechanic_id': 'mech_171', 'service_type': 'AC Service', 'rating': 4.4}, {'mechanic_id': 'mech_5', 'service_type': 'Wheel Alignment', 'rating': 4.7}, {'mechanic_id': 'mech_161', 'service_type': 'Engine Repair', 'rating': 3.6}, {'mechanic_id': 'mech_90', 'service_type': 'General Service', 'rating': 4.2}]",0.5217839291733721,0.8462432008020206
user_31,Brittany Aguilar,Other,Car,"['mech_210', 'mech_328', 'mech_59', 'mech_347']","[{'mechanic_id': 'mech_157', 'service_type': 'AC Service', 'rating': 3.8}, {'mechanic_id': 'mech_281', 'service_type': 'Brake Repair', 'rating': 4.1}, {'mechanic_id': 'mech_379', 'service_type': 'Battery Change', 'rating': 4.4}]",0.6569159688998205,0.24384233914922238
user_32,Michael Nichols,Female,Truck,"['mech_117', 'mech_247', 'mech_312']","[{'mechanic_id': 'mech_327', 'service_type': 'AC Service', 'rating': 4.8}, {'mechanic_id': 'mech_422', 'service_type': 'Battery Change', 'rating': 4.1}, {'mechanic_id': 'mech_135', 'service_type': 'Oil Change', 'rating': 4.5}, {'mechanic_id': 'mech_271', 'service_type': 'Engine Repair', 'rating': 3.2}, {'mechanic_id': 'mech_44', 'service_type': 'Tire Replacement', 'rating': 3.1}, {'mechanic_id': 'mech_227', 'service_type': 'Suspension Fix', 'rating': 3.4}, {'mechanic_id': 'mech_406', 'service_type': 'Transmission Repair', 'rating': 3.5}, {'mechanic_id': 'mech_15', 'service_type': 'Wheel Alignment', 'rating': 3.2}, {'mechanic_id': 'mech_390', 'service_type': 'Transmission Repair', 'rating': 3.7}, {'mechanic_id': 'mech_407', 'service_type': 'Oil Change', 'rating': 4.1}]",0.592777900587854,0.3199174166024239
user_33,Tracy Mendoza,Other,Electric Vehicle,"['mech_499', 'mech_27', 'mech_143', 'mech_316', 'mech_70']","[{'mechanic_id': 'mech_71', 'service_type': 'Tire Replacement', 'rating': 4.1}, {'mechanic_id': 'mech_298', 'service_type': 'Tire Replacement', 'rating': 3.5}, {'mechanic_id': 'mech_185', 'service_type': 'Wheel Alignment', 'rating': 4.2}, {'mechanic_id': 'mech_78', 'service_type': 'Brake Repair', 'rating': 5.0}, {'mechanic_id': 'mech_464', 'service_type': 'Transmission Repair', 'rating': 3.4}]",0.7055455584818806,0.466705053505617
user_34,Aaron Young MD,Male,Bike,"['mech_481', 'mech_261', 'mech_378', 'mech_207', 'mech_427']","[{'mechanic_id': 'mech_85', 'service_type': 'Oil Change', 'rating': 4.6}, {'mechanic_id': 'mech_237', 'service_type': 'Engine Repair', 'rating': 3.3}, {'mechanic_id': 'mech_3', 'service_type': 'Brake Repair', 'rating': 3.7}, {'mechanic_id': 'mech_108', 'service_type': 'Oil Change', 'rating': 4.1}]",0.4140987079601932,0.94392983512836
user_35,Kristin Vasquez,Male,Bike,"['mech_156', 'mech_88', 'mech_266', 'mech_490']","[{'mechanic_id': 'mech_249', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_383', 'service_type': 'Engine Repair', 'rating': 4.6}, {'mechanic_id': 'mech_460', 'service_type': 'Transmission Repair', 'rating': 4.7}, {'mechanic_id': 'mech_30', 'service_type': 'Engine Repair', 'rating': 4.5}, {'mechanic_id': 'mech_436', 'service_type': 'Tire Replacement', 'rating': 3.6}]",0.5763232730208041,0.6844633855090851
user_36,Jennifer Martinez,Female,Electric Vehicle,"['mech_249', 'mech_376', 'mech_304', 'mech_24', 'mech_320']","[{'mechanic_id': 'mech_330', 'service_type': 'Wheel Alignment', 'rating': 4.6}, {'mechanic_id': 'mech_380', 'service_type': 'Transmission Repair', 'rating': 4.7}, {'mechanic_id': 'mech_15', 'service_type': 'Battery Change', 'rating': 3.7}, {'mechanic_id': 'mech_280', 'service_type': 'Tire Replacement', 'rating': 3.8}]",0.22453305219272668,0.280399049700617
user_37,Lori Parks,Other,Car,"['mech_392', 'mech_262']","[{'mechanic_id': 'mech_70', 'service_type': 'Brake Repair', 'rating': 3.4}, {'mechanic_id': 'mech_328', 'service_type': 'Wheel Alignment', 'rating': 3.2}, {'mechanic_id': 'mech_382', 'service_type': 'Wheel Alignment', 'rating': 3.8}, {'mechanic_id': 'mech_2', 'service_type': 'Transmission Repair', 'rating': 4.0}]",0.3743872638503922,0.7780046414390762
user_38,Amber Gomez,Female,Truck,"['mech_51', 'mech_78', 'mech_316', 'mech_388']","[{'mechanic_id': 'mech_184', 'service_type': 'Brake Repair', 'rating': 4.1}, {'mechanic_id': 'mech_372', 'service_type': 'General Service', 'rating': 4.6}, {'mechanic_id': 'mech_124', 'service_type': 'Wheel Alignment', 'rating': 4.7}, {'mechanic_id': 'mech_369', 'service_type': 'Wheel Alignment', 'rating': 4.9}, {'mechanic_id': 'mech_365', 'service_type': 'Suspension Fix', 'rating': 3.5}, {'mechanic_id': 'mech_264', 'service_type': 'Oil Change', 'rating': 4.1}, {'mechanic_id': 'mech_496', 'service_type': 'General Service', 'rating': 3.4}]",0.14821428035573314,0.5906678959793377
user_39,Denise Terrell,Female,Electric Vehicle,"['mech_346', 'mech_95', 'mech_102', 'mech_465', 'mech_70']","[{'mechanic_id': 'mech_182', 'service_type': 'Transmission Repair', 'rating': 3.2}, {'mechanic_id': 'mech_182', 'service_type': 'Oil Change', 'rating': 4.2}, {'mechanic_id': 'mech_495', 'service_type': 'Battery Change', 'rating': 4.5}, {'mechanic_id': 'mech_237', 'service_type': 'Battery Change', 'rating': 4.5}, {'mechanic_id': 'mech_210', 'service_type': 'Wheel Alignment', 'rating': 4.6}, {'mechanic_id': 'mech_148', 'service_type': 'Oil Change', 'rating': 4.0}, {'mechanic_id': 'mech_107', 'service_type': 'AC Service', 'rating': 4.2}, {'mechanic_id': 'mech_323', 'service_type': 'General Service', 'rating': 4.3}, {'mechanic_id': 'mech_104', 'service_type': 'Brake Repair', 'rating': 4.6}]",0.07816965862021696,0.7377692977659764
user_40,Laura Mendoza,Male,Car,"['mech_122', 'mech_436']","[{'mechanic_id': 'mech_375', 'service_type': 'Battery Change', 'rating': 3.2}, {'mechanic_id': 'mech_185', 'service_type': 'Transmission Repair', 'rating': 3.2}, {'mechanic_id': 'mech_52', 'service_type': 'General Service', 'rating': 3.2}]",0.8836225927418906,0.4458148757171889
user_41,Mark Randolph,Female,Electric Vehicle,"['mech_160', 'mech_147']","[{'mechanic_id': 'mech_216', 'service_type': 'Wheel Alignment', 'rating': 4.3}, {'mechanic_id': 'mech_466', 'service_type': 'Battery Change', 'rating': 3.9}, {'mechanic_id': 'mech_408', 'service_type': 'Oil Change', 'rating': 3.4}, {'mechanic_id': 'mech_336', 'service_type': 'General Service', 'rating': 3.8}, {'mechanic_id': 'mech_193', 'service_type': 'Oil Change', 'rating': 4.4}, {'mechanic_id': 'mech_157', 'service_type': 'Transmission Repair', 'rating': 3.4}]",0.5394384723182193,0.7928562459572506
user_42,Ethan Mitchell,Male,Bike,"['mech_143', 'mech_203', 'mech_50']","[{'mechanic_id': 'mech_419', 'service_type': 'Tire Replacement', 'rating': 4.0}, {'mechanic_id': 'mech_33', 'service_type': 'Engine Repair', 'rating': 3.8}, {'mechanic_id': 'mech_177', 'service_type': 'Oil Change', 'rating': 4.7}]",0.7872890570219964,0.28689056098979915
user_43,Keith Anderson,Male,Truck,"['mech_443', 'mech_91']","[{'mechanic_id': 'mech_491', 'service_type': 'Oil Change', 'rating': 4.6}, {'mechanic_id': 'mech_400', 'service_type': 'Engine Repair', 'rating': 3.0}, {'mechanic_id': 'mech_13', 'service_type': 'Tire Replacement', 'rating': 5.0}, {'mechanic_id': 'mech_213', 'service_type': 'Brake Repair', 'rating': 4.6}, {'mechanic_id': 'mech_111', 'service_type': 'Oil Change', 'rating': 4.8}]",0.7608727095226042,0.457730937607713
user_44,Matthew Reynolds,Female,Electric Vehicle,"['mech_464', 'mech_43']","[{'mechanic_id': 'mech_201', 'service_type': 'Suspension Fix', 'rating': 3.8}, {'mechanic_id': 'mech_97', 'service_type': 'Oil Change', 'rating': 3.5}, {'mechanic_id': 'mech_211', 'service_type': 'Battery Change', 'rating': 3.4}, {'mechanic_id': 'mech_373', 'service_type': 'Brake Repair', 'rating': 3.0}, {'mechanic_id': 'mech_431', 'service_type': 'Oil Change', 'rating': 3.6}, {'mechanic_id': 'mech_93', 'service_type': 'AC Service', 'rating': 4.6}, {'mechanic_id': 'mech_406', 'service_type': 'Suspension Fix', 'rating': 3.1}]",0.6943733201832076,0.21345266937775698
user_45,Robert Hubbard,Male,Bike,"['mech_476', 'mech_260', 'mech_254', 'mech_230']","[{'mechanic_id': 'mech_101', 'service_type': 'Brake Repair', 'rating': 3.7}, {'mechanic_id': 'mech_372', 'service_type': 'Tire Replacement', 'rating': 4.2}, {'mechanic_id': 'mech_62', 'service_type': 'Tire Replacement', 'rating': 4.4}, {'mechanic_id': 'mech_70', 'service_type': 'Oil Change', 'rating': 4.7}, {'mechanic_id': 'mech_70', 'service_type': 'AC Service', 'rating': 4.8}, {'mechanic_id': 'mech_25', 'service_type': 'Battery Change', 'rating': 4.2}, {'mechanic_id': 'mech_241', 'service_type': 'Oil Change', 'rating': 3.4}, {'mechanic_id': 'mech_38', 'service_type': 'Suspension Fix', 'rating': 4.8}]",0.4761223201702043,0.20618264898203975
user_46,Michael Herrera PhD,Male,Bike,"['mech_76', 'mech_498', 'mech_303']","[{'mechanic_id': 'mech_156', 'service_type': 'Battery Change', 'rating': 4.1}, {'mechanic_id': 'mech_368', 'service_type': 'Transmission Repair', 'rating': 4.3}, {'mechanic_id': 'mech_189', 'service_type': 'Brake Repair', 'rating': 4.1}, {'mechanic_id': 'mech_453', 'service_type': 'Wheel Alignment', 'rating': 3.4}, {'mechanic_id': 'mech_254', 'service_type': 'Battery Change', 'rating': 4.2}, {'mechanic_id': 'mech_10', 'service_type': 'Oil Change', 'rating': 3.8}, {'mechanic_id': 'mech_416', 'service_type': 'AC Service', 'rating': 5.0}]",0.7699704022157823,0.5857722233033451
